,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation,continent
1733,Australia,2011,female,55-74 years,118,2139108,5.52,"1,394,280,784,778",66770,Boomers,Europe
1734,Australia,2011,female,75+ years,45,817927,5.5,"1,394,280,784,778",66770,Silent,Europe
1735,Australia,2011,female,25-34 years,85,1584036,5.37,"1,394,280,784,778",66770,Millenials,Europe
1736,Australia,2011,female,5-14 years,9,1351751,0.67,"1,394,280,784,778",66770,Generation Z,Europe
1737,Australia,2011,male,5-14 years,7,1423748,0.49,"1,394,280,784,778",66770,Generation Z,Europe
1738,Australia,2012,male,75+ years,158,606842,26.04,"1,543,411,012,580",72669,Silent,Europe
1739,Australia,2012,male,35-54 years,802,3098534,25.88,"1,543,411,012,580",72669,Generation X,Europe
1740,Australia,2012,male,25-34 years,351,1657638,21.17,"1,543,411,012,580",72669,Millenials,Europe
1741,Australia,2012,male,55-74 years,396,2162980,18.31,"1,543,411,012,580",72669,Boomers,Europe
1742,Australia,2012,male,15-24 years,217,1579672,13.74,"1,543,411,012,580",72669,Millenials,Europe
1743,Australia,2012,female,35-54 years,258,3149749,8.19,"1,543,411,012,580",72669,Generation X,Europe
1744,Australia,2012,female,15-24 years,109,1503934,7.25,"1,543,411,012,580",72669,Millenials,Europe
1745,Australia,2012,female,75+ years,52,832122,6.25,"1,543,411,012,580",72669,Silent,Europe
1746,Australia,2012,female,25-34 years,98,1630077,6.01,"1,543,411,012,580",72669,Millenials,Europe
1747,Australia,2012,female,55-74 years,123,2206179,5.58,"1,543,411,012,580",72669,Boomers,Europe
1748,Australia,2012,female,5-14 years,10,1368580,0.73,"1,543,411,012,580",72669,Generation Z,Europe
1749,Australia,2012,male,5-14 years,6,1442602,0.42,"1,543,411,012,580",72669,Generation Z,Europe
1750,Australia,2013,male,75+ years,160,627275,25.51,"1,573,696,522,007",72856,Silent,Europe
1751,Australia,2013,male,35-54 years,754,3118829,24.18,"1,573,696,522,007",72856,Generation X,Europe
1752,Australia,2013,male,25-34 years,329,1702401,19.33,"1,573,696,522,007",72856,Millenials,Europe
1753,Australia,2013,male,55-74 years,418,2221866,18.81,"1,573,696,522,007",72856,Boomers,Europe
1754,Australia,2013,male,15-24 years,267,1591539,16.78,"1,573,696,522,007",72856,Millenials,Europe
1755,Australia,2013,female,35-54 years,275,3171477,8.67,"1,573,696,522,007",72856,Generation X,Europe
1756,Australia,2013,female,55-74 years,145,2276104,6.37,"1,573,696,522,007",72856,Boomers,Europe
1757,Australia,2013,female,15-24 years,95,1512779,6.28,"1,573,696,522,007",72856,Millenials,Europe
1758,Australia,2013,female,25-34 years,95,1676648,5.67,"1,573,696,522,007",72856,Millenials,Europe
1759,Australia,2013,female,75+ years,48,847577,5.66,"1,573,696,522,007",72856,Silent,Europe
1760,Australia,2013,male,5-14 years,16,1464302,1.09,"1,573,696,522,007",72856,Generation Z,Europe
1761,Australia,2013,female,5-14 years,6,1389383,0.43,"1,573,696,522,007",72856,Generation Z,Europe
1762,Australia,2014,male,35-54 years,866,3130341,27.66,"1,464,955,475,994",66809,Generation X,Europe
1763,Australia,2014,male,75+ years,164,649925,25.23,"1,464,955,475,994",66809,Silent,Europe
1764,Australia,2014,male,25-34 years,404,1730968,23.34,"1,464,955,475,994",66809,Millenials,Europe
1765,Australia,2014,male,55-74 years,471,2279114,20.67,"1,464,955,475,994",66809,Boomers,Europe
1766,Australia,2014,male,15-24 years,271,1604935,16.89,"1,464,955,475,994",66809,Millenials,Europe
1767,Australia,2014,female,35-54 years,277,3189475,8.68,"1,464,955,475,994",66809,Generation X,Europe
1768,Australia,2014,female,25-34 years,119,1716803,6.93,"1,464,955,475,994",66809,Millenials,Europe
1769,Australia,2014,female,55-74 years,157,2344644,6.7,"1,464,955,475,994",66809,Boomers,Europe
1770,Australia,2014,female,15-24 years,96,1520955,6.31,"1,464,955,475,994",66809,Millenials,Europe
1771,Australia,2014,female,75+ years,45,865915,5.2,"1,464,955,475,994",66809,Silent,Europe
1772,Australia,2014,female,5-14 years,15,1408758,1.06,"1,464,955,475,994",66809,Generation Z,Europe
1773,Australia,2014,male,5-14 years,6,1485754,0.4,"1,464,955,475,994",66809,Generation Z,Europe
1774,Australia,2015,male,35-54 years,944,3149299,29.97,"1,349,034,029,453",60656,Generation X,Europe
1775,Australia,2015,male,75+ years,181,673787,26.86,"1,349,034,029,453",60656,Silent,Europe
1776,Australia,2015,male,25-34 years,423,1762265,24.0,"1,349,034,029,453",60656,Millenials,Europe
1777,Australia,2015,male,55-74 years,457,2337430,19.55,"1,349,034,029,453",60656,Boomers,Europe
1778,Australia,2015,male,15-24 years,281,1608990,17.46,"1,349,034,029,453",60656,Millenials,Europe
1779,Australia,2015,female,35-54 years,294,3203643,9.18,"1,349,034,029,453",60656,Generation X,Europe
1780,Australia,2015,female,15-24 years,110,1526305,7.21,"1,349,034,029,453",60656,Millenials,Europe
1781,Australia,2015,female,25-34 years,119,1747715,6.81,"1,349,034,029,453",60656,Millenials,Europe
1782,Australia,2015,female,55-74 years,152,2411343,6.3,"1,349,034,029,453",60656,Boomers,Europe
1783,Australia,2015,female,75+ years,52,884347,5.88,"1,349,034,029,453",60656,Silent,Europe
1784,Australia,2015,female,5-14 years,8,1428159,0.56,"1,349,034,029,453",60656,Generation Z,Europe
1785,Australia,2015,male,5-14 years,6,1507502,0.4,"1,349,034,029,453",60656,Generation Z,Europe
1786,Austria,1985,male,75+ years,152,156535,97.1,"69,386,774,475",9759,G.I. Generation,Europe
1787,Austria,1985,male,55-74 years,355,584253,60.76,"69,386,774,475",9759,G.I. Generation,Europe
1788,Austria,1985,male,35-54 years,515,940526,54.76,"69,386,774,475",9759,Silent,Europe
1789,Austria,1985,male,25-34 years,232,548783,42.28,"69,386,774,475",9759,Boomers,Europe
1790,Austria,1985,female,75+ years,110,339223,32.43,"69,386,774,475",9759,G.I. Generation,Europe
1791,Austria,1985,male,15-24 years,207,653728,31.66,"69,386,774,475",9759,Generation X,Europe
1792,Austria,1985,female,55-74 years,220,842978,26.1,"69,386,774,475",9759,G.I. Generation,Europe
1793,Austria,1985,female,35-54 years,186,936799,19.85,"69,386,774,475",9759,Silent,Europe
1794,Austria,1985,female,25-34 years,56,544765,10.28,"69,386,774,475",9759,Boomers,Europe
1795,Austria,1985,female,15-24 years,50,633592,7.89,"69,386,774,475",9759,Generation X,Europe
1796,Austria,1985,male,5-14 years,6,475074,1.26,"69,386,774,475",9759,Generation X,Europe
1797,Austria,1985,female,5-14 years,2,453859,0.44,"69,386,774,475",9759,Generation X,Europe
1798,Austria,1986,male,75+ years,173,158694,109.01,"99,036,165,210",13911,G.I. Generation,Europe
1799,Austria,1986,male,55-74 years,355,588309,60.34,"99,036,165,210",13911,G.I. Generation,Europe
1800,Austria,1986,male,35-54 years,507,944245,53.69,"99,036,165,210",13911,Silent,Europe
1801,Austria,1986,male,25-34 years,272,564104,48.22,"99,036,165,210",13911,Boomers,Europe
1802,Austria,1986,female,75+ years,110,345431,31.84,"99,036,165,210",13911,G.I. Generation,Europe
1803,Austria,1986,male,15-24 years,199,645787,30.82,"99,036,165,210",13911,Generation X,Europe
1804,Austria,1986,female,55-74 years,195,835145,23.35,"99,036,165,210",13911,G.I. Generation,Europe
1805,Austria,1986,female,35-54 years,182,941348,19.33,"99,036,165,210",13911,Silent,Europe
1806,Austria,1986,female,25-34 years,80,558561,14.32,"99,036,165,210",13911,Boomers,Europe
1807,Austria,1986,female,15-24 years,60,625356,9.59,"99,036,165,210",13911,Generation X,Europe
1808,Austria,1986,male,5-14 years,5,466847,1.07,"99,036,165,210",13911,Generation X,Europe
1809,Austria,1986,female,5-14 years,1,445322,0.22,"99,036,165,210",13911,Generation X,Europe
1810,Austria,1987,male,75+ years,208,161591,128.72,"124,168,442,860",17415,G.I. Generation,Europe
1811,Austria,1987,male,55-74 years,332,591322,56.15,"124,168,442,860",17415,G.I. Generation,Europe
1812,Austria,1987,male,35-54 years,471,949485,49.61,"124,168,442,860",17415,Silent,Europe
1813,Austria,1987,male,25-34 years,247,581153,42.5,"124,168,442,860",17415,Boomers,Europe
1814,Austria,1987,female,75+ years,126,352121,35.78,"124,168,442,860",17415,G.I. Generation,Europe
1815,Austria,1987,male,15-24 years,185,632704,29.24,"124,168,442,860",17415,Generation X,Europe
1816,Austria,1987,female,55-74 years,230,826662,27.82,"124,168,442,860",17415,G.I. Generation,Europe
1817,Austria,1987,female,35-54 years,155,947458,16.36,"124,168,442,860",17415,Silent,Europe
1818,Austria,1987,female,25-34 years,62,573764,10.81,"124,168,442,860",17415,Boomers,Europe
1819,Austria,1987,female,15-24 years,49,611922,8.01,"124,168,442,860",17415,Generation X,Europe
1820,Austria,1987,female,5-14 years,2,440140,0.45,"124,168,442,860",17415,Generation X,Europe
1821,Austria,1987,male,5-14 years,2,461684,0.43,"124,168,442,860",17415,Generation X,Europe
1822,Austria,1988,male,75+ years,183,164555,111.21,"133,339,397,080",18663,G.I. Generation,Europe
1823,Austria,1988,male,55-74 years,309,593425,52.07,"133,339,397,080",18663,G.I. Generation,Europe
1824,Austria,1988,male,35-54 years,431,957006,45.04,"133,339,397,080",18663,Silent,Europe
1825,Austria,1988,male,25-34 years,229,599279,38.21,"133,339,397,080",18663,Boomers,Europe
1826,Austria,1988,female,75+ years,108,359018,30.08,"133,339,397,080",18663,G.I. Generation,Europe
1827,Austria,1988,male,15-24 years,168,616255,27.26,"133,339,397,080",18663,Generation X,Europe
1828,Austria,1988,female,55-74 years,186,817219,22.76,"133,339,397,080",18663,G.I. Generation,Europe
1829,Austria,1988,female,35-54 years,144,955925,15.06,"133,339,397,080",18663,Silent,Europe
1830,Austria,1988,female,25-34 years,61,589460,10.35,"133,339,397,080",18663,Boomers,Europe
1831,Austria,1988,female,15-24 years,28,595218,4.7,"133,339,397,080",18663,Generation X,Europe
1832,Austria,1988,female,5-14 years,2,437734,0.46,"133,339,397,080",18663,Generation X,Europe
1833,Austria,1988,male,5-14 years,2,459316,0.44,"133,339,397,080",18663,Generation X,Europe
1834,Austria,1989,male,75+ years,166,166370,99.78,"133,105,805,928",18544,G.I. Generation,Europe
1835,Austria,1989,male,55-74 years,358,594776,60.19,"133,105,805,928",18544,G.I. Generation,Europe
1836,Austria,1989,male,35-54 years,402,968546,41.51,"133,105,805,928",18544,Silent,Europe
1837,Austria,1989,female,75+ years,134,364652,36.75,"133,105,805,928",18544,G.I. Generation,Europe
1838,Austria,1989,male,25-34 years,218,621738,35.06,"133,105,805,928",18544,Boomers,Europe
1839,Austria,1989,male,15-24 years,163,601397,27.1,"133,105,805,928",18544,Generation X,Europe
1840,Austria,1989,female,55-74 years,182,807459,22.54,"133,105,805,928",18544,G.I. Generation,Europe
1841,Austria,1989,female,35-54 years,156,967898,16.12,"133,105,805,928",18544,Silent,Europe
1842,Austria,1989,female,25-34 years,65,607791,10.69,"133,105,805,928",18544,Boomers,Europe
1843,Austria,1989,female,15-24 years,48,580616,8.27,"133,105,805,928",18544,Generation X,Europe
1844,Austria,1989,male,5-14 years,6,459307,1.31,"133,105,805,928",18544,Generation X,Europe
1845,Austria,1989,female,5-14 years,0,437116,0.0,"133,105,805,928",18544,Generation X,Europe
1846,Austria,1990,male,75+ years,186,165206,112.59,"166,463,386,663",23020,G.I. Generation,Europe
1847,Austria,1990,male,55-74 years,320,598225,53.49,"166,463,386,663",23020,G.I. Generation,Europe
1848,Austria,1990,male,35-54 years,418,985787,42.4,"166,463,386,663",23020,Silent,Europe
1849,Austria,1990,female,75+ years,132,365227,36.14,"166,463,386,663",23020,G.I. Generation,Europe
1850,Austria,1990,male,25-34 years,209,646830,32.31,"166,463,386,663",23020,Boomers,Europe
1851,Austria,1990,male,15-24 years,150,589106,25.46,"166,463,386,663",23020,Generation X,Europe
1852,Austria,1990,female,55-74 years,173,802079,21.57,"166,463,386,663",23020,G.I. Generation,Europe
1853,Austria,1990,female,35-54 years,150,984274,15.24,"166,463,386,663",23020,Silent,Europe
1854,Austria,1990,female,25-34 years,53,626994,8.45,"166,463,386,663",23020,Boomers,Europe
1855,Austria,1990,female,15-24 years,31,568627,5.45,"166,463,386,663",23020,Generation X,Europe
1856,Austria,1990,female,5-14 years,2,437872,0.46,"166,463,386,663",23020,Generation X,Europe
1857,Austria,1990,male,5-14 years,1,461126,0.22,"166,463,386,663",23020,Generation X,Europe
1858,Austria,1991,male,75+ years,209,160210,130.45,"173,794,177,725",23808,G.I. Generation,Europe
1859,Austria,1991,male,55-74 years,336,605807,55.46,"173,794,177,725",23808,Silent,Europe
1860,Austria,1991,male,35-54 years,402,1008702,39.85,"173,794,177,725",23808,Boomers,Europe
1861,Austria,1991,male,25-34 years,197,670763,29.37,"173,794,177,725",23808,Boomers,Europe
1862,Austria,1991,female,75+ years,98,358612,27.33,"173,794,177,725",23808,G.I. Generation,Europe
1863,Austria,1991,male,15-24 years,153,576378,26.55,"173,794,177,725",23808,Generation X,Europe
1864,Austria,1991,female,55-74 years,144,804082,17.91,"173,794,177,725",23808,Silent,Europe
1865,Austria,1991,female,35-54 years,145,1006052,14.41,"173,794,177,725",23808,Boomers,Europe
1866,Austria,1991,female,25-34 years,49,644696,7.6,"173,794,177,725",23808,Boomers,Europe
1867,Austria,1991,female,15-24 years,34,556831,6.11,"173,794,177,725",23808,Generation X,Europe
1868,Austria,1991,male,5-14 years,2,465821,0.43,"173,794,177,725",23808,Millenials,Europe
1869,Austria,1991,female,5-14 years,0,441774,0.0,"173,794,177,725",23808,Millenials,Europe
1870,Austria,1992,male,75+ years,179,153805,116.38,"195,078,126,346",26450,G.I. Generation,Europe
1871,Austria,1992,male,55-74 years,347,615819,56.35,"195,078,126,346",26450,Silent,Europe
1872,Austria,1992,male,35-54 years,405,1034871,39.14,"195,078,126,346",26450,Boomers,Europe
1873,Austria,1992,male,25-34 years,204,691098,29.52,"195,078,126,346",26450,Boomers,Europe
1874,Austria,1992,female,75+ years,98,348912,28.09,"195,078,126,346",26450,G.I. Generation,Europe
1875,Austria,1992,male,15-24 years,142,562276,25.25,"195,078,126,346",26450,Generation X,Europe
1876,Austria,1992,female,55-74 years,132,809987,16.3,"195,078,126,346",26450,Silent,Europe
1877,Austria,1992,female,35-54 years,163,1031440,15.8,"195,078,126,346",26450,Boomers,Europe
1878,Austria,1992,female,25-34 years,50,660870,7.57,"195,078,126,346",26450,Boomers,Europe
1879,Austria,1992,female,15-24 years,33,544520,6.06,"195,078,126,346",26450,Generation X,Europe
1880,Austria,1992,male,5-14 years,5,472966,1.06,"195,078,126,346",26450,Millenials,Europe
1881,Austria,1992,female,5-14 years,1,448804,0.22,"195,078,126,346",26450,Millenials,Europe
1882,Austria,1993,male,75+ years,200,147907,135.22,"190,379,720,927",25611,G.I. Generation,Europe
1883,Austria,1993,male,55-74 years,314,627612,50.03,"190,379,720,927",25611,Silent,Europe
1884,Austria,1993,male,35-54 years,377,1059028,35.6,"190,379,720,927",25611,Boomers,Europe
1885,Austria,1993,male,25-34 years,228,706145,32.29,"190,379,720,927",25611,Boomers,Europe
1886,Austria,1993,female,75+ years,88,339249,25.94,"190,379,720,927",25611,G.I. Generation,Europe
1887,Austria,1993,male,15-24 years,119,544899,21.84,"190,379,720,927",25611,Generation X,Europe
1888,Austria,1993,female,55-74 years,139,817689,17.0,"190,379,720,927",25611,Silent,Europe
1889,Austria,1993,female,35-54 years,140,1054036,13.28,"190,379,720,927",25611,Boomers,Europe
1890,Austria,1993,female,25-34 years,54,673654,8.02,"190,379,720,927",25611,Boomers,Europe
1891,Austria,1993,female,15-24 years,35,529287,6.61,"190,379,720,927",25611,Generation X,Europe
1892,Austria,1993,male,5-14 years,6,479134,1.25,"190,379,720,927",25611,Millenials,Europe
1893,Austria,1993,female,5-14 years,4,454929,0.88,"190,379,720,927",25611,Millenials,Europe
1894,Austria,1994,male,75+ years,174,145328,119.73,"203,535,242,742",27274,G.I. Generation,Europe
1895,Austria,1994,male,55-74 years,331,646545,51.2,"203,535,242,742",27274,Silent,Europe
1896,Austria,1994,male,35-54 years,432,1071436,40.32,"203,535,242,742",27274,Boomers,Europe
1897,Austria,1994,male,25-34 years,207,711945,29.08,"203,535,242,742",27274,Boomers,Europe
1898,Austria,1994,female,75+ years,93,335528,27.72,"203,535,242,742",27274,G.I. Generation,Europe
1899,Austria,1994,male,15-24 years,136,525346,25.89,"203,535,242,742",27274,Generation X,Europe
1900,Austria,1994,female,55-74 years,149,830130,17.95,"203,535,242,742",27274,Silent,Europe
1901,Austria,1994,female,35-54 years,151,1064408,14.19,"203,535,242,742",27274,Boomers,Europe
1902,Austria,1994,female,25-34 years,58,679708,8.53,"203,535,242,742",27274,Boomers,Europe
1903,Austria,1994,female,15-24 years,34,510791,6.66,"203,535,242,742",27274,Generation X,Europe
1904,Austria,1994,female,5-14 years,6,458807,1.31,"203,535,242,742",27274,Millenials,Europe
1905,Austria,1994,male,5-14 years,5,482580,1.04,"203,535,242,742",27274,Millenials,Europe
1906,Austria,1995,male,75+ years,184,147262,124.95,"241,038,283,063",32237,G.I. Generation,Europe
1907,Austria,1995,male,55-74 years,333,670553,49.66,"241,038,283,063",32237,Silent,Europe
1908,Austria,1995,male,35-54 years,437,1074328,40.68,"241,038,283,063",32237,Boomers,Europe
1909,Austria,1995,male,25-34 years,237,707468,33.5,"241,038,283,063",32237,Generation X,Europe
1910,Austria,1995,female,75+ years,100,341098,29.32,"241,038,283,063",32237,G.I. Generation,Europe
1911,Austria,1995,male,15-24 years,134,509262,26.31,"241,038,283,063",32237,Generation X,Europe
1912,Austria,1995,female,55-74 years,141,843210,16.72,"241,038,283,063",32237,Silent,Europe
1913,Austria,1995,female,35-54 years,136,1065630,12.76,"241,038,283,063",32237,Boomers,Europe
1914,Austria,1995,female,25-34 years,59,678262,8.7,"241,038,283,063",32237,Generation X,Europe
1915,Austria,1995,female,15-24 years,19,495368,3.84,"241,038,283,063",32237,Generation X,Europe
1916,Austria,1995,male,5-14 years,8,483644,1.65,"241,038,283,063",32237,Millenials,Europe
1917,Austria,1995,female,5-14 years,0,460945,0.0,"241,038,283,063",32237,Millenials,Europe
